maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,expireDate,openInterest,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,currency,tradeable,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,contractSymbol,headSymbolAsString,hasPrePostMarketData,firstTradeDateMilliseconds,regularMarketChange,regularMarketDayRange,marketState,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,expireIsoDate,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,shortName,corporateActions,regularMarketTime,underlyingSymbol,underlyingExchangeSymbol,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,trailingPegRatio
86400,2,4728.7,4745.3,4692.4,4783.4,4728.7,4745.3,4692.4,4783.4,54776,54778,2156,506,506,4700.0,4700.2,14,8,1782432000,230175,3125.0,5586.2,5586.2,255.0,4780.654,4296.252,USD,False,FUTURE,GC=F,en-US,US,Futures,Delayed Quote,False,NONE,False,GC=F,False,967608000000,-27.800293,4692.4 - 4783.4,REGULAR,COMEX,2156,1575.8999,0.50428796,3125.0 - 5586.2,-885.3003,-0.15847987,45.677864,2026-06-26T00:00:00Z,-79.75391,-0.016682636,404.64795,0.09418627,15,10,False,Gold Jun 26,[],1778583433,GCM26.CMX,GCM26.CMX,CMX,America/New_York,EDT,-14400000,us24_market,False,-0.5879056,4700.9,
