maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,expireDate,openInterest,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,currency,tradeable,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,headSymbolAsString,contractSymbol,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,underlyingSymbol,underlyingExchangeSymbol,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,expireIsoDate,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
86400,2,85.948,86.74,84.15,88.0,85.948,86.74,84.15,88.0,23576,23577,1562,3546,3546,84.33,84.38,9,10,1785283200,78237,31.91,121.3,121.3,4.026,77.20222,63.08952,USD,False,FUTURE,SI=F,en-US,US,Futures,Delayed Quote,False,NONE,SI=F,False,REGULAR,-1.5579987,84.15 - 88.0,COMEX,1562,52.48,1.6446255,31.91 - 121.3,-36.910004,-0.30428693,144.59961,[],1778583434,SIN26.CMX,SIN26.CMX,CMX,America/New_York,EDT,-14400000,us24_market,False,-1.8119845,84.39,False,967608000000,Silver Jul 26,2026-07-29T00:00:00Z,7.1877823,0.09310331,21.30048,0.33762312,15,10,False,
