maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,expireDate,openInterest,fiftyTwoWeekLow,fiftyTwoWeekHigh,allTimeHigh,allTimeLow,fiftyDayAverage,twoHundredDayAverage,currency,tradeable,quoteType,symbol,language,region,typeDisp,quoteSourceName,triggerable,customPriceAlertConfidence,headSymbolAsString,contractSymbol,marketState,regularMarketChange,regularMarketDayRange,fullExchangeName,averageDailyVolume3Month,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,fiftyTwoWeekChangePercent,corporateActions,regularMarketTime,underlyingSymbol,underlyingExchangeSymbol,exchange,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,regularMarketChangePercent,regularMarketPrice,hasPrePostMarketData,firstTradeDateMilliseconds,shortName,expireIsoDate,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverageChange,twoHundredDayAverageChangePercent,sourceInterval,exchangeDataDelayedBy,cryptoTradeable,trailingPegRatio
86400,2,2126.3,2153.4,2075.7,2167.8,2126.3,2153.4,2075.7,2167.8,6683,6683,195,66,66,2087.9,2088.9,8,1,1785283200,49566,980.8,2852.4,2852.4,334.0,2038.528,1817.6584,USD,False,FUTURE,PL=F,en-US,US,Futures,Delayed Quote,False,NONE,PL=F,False,REGULAR,-37.30005,2075.7 - 2167.8,NY Mercantile,195,1108.2,1.1298939,980.8 - 2852.4,-763.3999,-0.26763424,106.57921,[],1778583434,PLN26.NYM,PLN26.NYM,NYM,America/New_York,EDT,-14400000,us24_market,False,-1.7542232,2089.0,False,878101200000,Platinum Jul 26,2026-07-29T00:00:00Z,50.472046,0.024759065,271.34155,0.14928083,30,10,False,
